,author_name,quotes,char_length,keyword
5,Ralph Waldo Emerson,"Do not go where the path may lead, go instead where there is no path and leave a trail.",87,Confidence
6,Wayne Gretzky,"Only one thing is ever guaranteed, that is that you will definitely not achieve the goal if you don't take the shot.",116,Confidence
7,Norman Vincent Peale,"Live simply, expect little, give much.",38,Confidence
8,Charles Spurgeon,By perseverance the snail reached the ark.,42,Confidence
9,Carlos Ruiz Zafon,"Poetry is written with tears, fiction with blood, and history with invisible ink.",81,Confidence
10,Peter A. Cohen,"When we think about our strengths, we are strong. When we think about our weaknesses, we are weak.",98,Confidence
11,Charlie Chaplin,Simplicity is a difficult thing to achieve.  ,45,Confidence
12,Ming-Dao Deng,Those who attain the middle Dominate the whole.,47,Confidence
13,Criss Jami,The biggest and only critic lives in your perception of people's perception of you rather than people's perception of you.,122,Confidence
14,Sydney Smith,Obstacles are those frightful things you see when you take your eyes off your goals.,84,Confidence
15,Virginia Woolf,"I have lost friends, some by death...others by sheer inability to cross the street.",83,Confidence
16,Buddha,Work out your own salvation. Do not depend on others.,53,Confidence
17,Napoleon Hill,"Every adversity, every failure, every heartbreak, carries with it the seed of an equal or greater benefit.",106,Confidence
18,Mother Teresa,"Kind words can be short and easy to speak, but their echoes are truly endless.",78,Confidence
19,Denis Waitley,Time and health are two precious assets that we don't recognize and appreciate until they have been depleted. ,110,Confidence
20,Eleanor Roosevelt,"Life is what you make it. Always has been, always will be.",58,Confidence
21,Charles Dickens,One always begins to forgive a place as soon as it's left behind.,65,Confidence
22,Socrates,It is better to change an opinion than to persist in a wrong one.,65,Confidence
23,Henry Ford,"When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.",114,Confidence
24,Seneca,"If a man knows not to which port he sails, no wind is favorable.  ",66,Confidence
25,Jonathan Swift,"Laws are like cobwebs, which may catch small flies, but let wasps and hornets break through.",92,Confidence
26,Isaac Newton,My powers are ordinary. Only my application brings me success.,62,Confidence
27,Huang Po,"Throughout this life, you can never be certain of living long enough to take another breath.",92,Confidence
28,Jim Rohn,Living life in style also means living a life of balance.,57,Confidence
29,Epictetus,He who laughs at himself never runs out of things to laugh at.,62,Confidence
30,Christopher McCandless,Life and the simple beauty of it is too good to pass up.,56,Confidence
31,Beverly Sills,In youth we run into difficulties. In old age difficulties run into us. ,72,Confidence
32,Eleanor Roosevelt,Light a candle instead of cursing the darkness.,47,Confidence
33,Shunryu Suzuki,Time goes from present to past.,31,Confidence
34,Miguel de Cervantes,To be prepared is half the victory. ,36,Confidence
35,Oscar Wilde,"To live is the rarest thing in the world. Most people exist, that is all. ",74,Confidence
36,Christopher Reeve,Either you choose to stay in the shallow end of the pool or you go out into the ocean.,86,Confidence
37,Tony Robbins,"Most people dabble their way through life, never deciding to master anything in particular.",91,Confidence
38,Dalai Lama,Love is the absence of judgment.,32,Confidence
39,Eckhart Tolle,"Pleasure is always derived from something outside you, whereas joy arises from within. ",87,Confidence
40,Naval Ravikant,This is such a short and precious life that it's really important that you don't spend it being unhappy.,104,Confidence
41,Chinese Proverb,The person who says something is impossible should not interrupt the person who is doing it.,92,Confidence
42,Kahlil Gibran,You talk when you cease to be at peace with your thoughts.,58,Confidence
43,Stephen King,Fiction is the truth inside the lie.,36,Confidence
44,Abraham Lincoln,The best way to predict your future is to create it.,52,Confidence
45,Thomas Jefferson,Determine never to be idle. No person will have occasion to complain of the want of time who never loses any.,109,Confidence
46,Zen Proverb,"Always look on the bright side of things. If you can't comprehend this, polish that which has become dull until it begins to shine.",131,Confidence
47,Mark Twain,The secret of getting ahead is getting started.,47,Confidence
48,Hans Christian Andersen,To be of use to the world is the only way to be happy.,54,Confidence
49,Tony Robbins,"It's not what we do once in a while that shapes our lives, but what we do consistently.",87,Confidence
0,Miguel de Cervantes,"Too much sanity may be madness and the maddest of all, to see life as it is and not as it should be. ",101,Courage
1,Colin Powell,"If you are going to achieve excellence in big things, you develop the habit in little matters.",94,Courage
2,Sathya Sai Baba,"Life is a challenge, meet it! Life is a dream, realize it! Life is a game, play it! Life is love, enjoy it!",107,Courage
3,Stephen Hawking,"If you are lucky enough to find love, remember it is there and don't throw it away.",83,Courage
4,Ayn Rand,The businessman's tool is value.,32,Courage
5,Eleanor Roosevelt,I am who I am today because of the choices I made yesterday.,60,Courage
6,Coco Chanel,Success is often achieved by those who don't know that failure is inevitable.,77,Courage
7,Richard Bach,I do not exist to impress the world. I exist to live my life in a way that will make me happy.,94,Courage
8,Dogen,Prefer to be defeated in the presence of the wise than to excel among fools.,76,Courage
9,Nikola Tesla,"Our virtues and our failings are inseparable, like force and matter. When they separate, man is no more. ",105,Courage
10,Shunryu Suzuki,"In the beginner's mind there are many possibilities, but in the expert's mind there are few.",92,Courage
11,Nikola Tesla,We crave for new sensations but soon become indifferent to them. The wonders of yesterday are today common occurrences ,119,Courage
12,Vincent van Gogh,Those who dream by day are cognizant of many things which escape those who dream only by night.,95,Courage
13,Mother Teresa,"If we have no peace, it is because we have forgotten that we belong to each other.",82,Courage
14,Mark Twain,"Everyone is a moon, and has a dark side which he never shows to anybody.",72,Courage
15,Kamal Ravikant,"Pain doesn't last. And when it's gone, we have something to show for it. Growth.",80,Courage
16,Nelson Mandela,"You can start changing our world for the better daily, no matter how small the action.",86,Courage
17,Jim Rohn,"Formal education will make you a living, self-education will make you a fortune.",80,Courage
18,John Wooden,Things turn out best for the people who make the best of the way things turn out.,81,Courage
19,Ming-Dao Deng,In nature there is no alienation. Everything belongs.,53,Courage
20,Chinese Proverb,A needle is not sharp at both ends. ,36,Courage
21,D. H. Lawrence,"Be a good animal, true to your instincts.",41,Courage
22,Mark Twain,Keep away from people who try to belittle your ambitions.,57,Courage
23,James Allen,You will never do anything in this world without courage. It is the greatest quality of the mind next to honor.,111,Courage
24,Thomas Edison,"I have not failed. I've just found 10,000 ways that won't work.",63,Courage
25,Euripides,Anger exceeding limits causes fear and excessive kindness eliminates respect.,77,Courage
26,Oprah Winfrey,"The big secret in life is that there is no big secret. Whatever your goal, you can get there if you're willing to work.",119,Courage
27,Eric Hoffer,The hardest arithmetic to master is that which enables us to count our blessings.,81,Courage
28,Abraham Lincoln,Those who look for the bad in people will surely find it.,57,Courage
29,Walt Whitman,"I no doubt deserved my enemies, but I don't believe I deserved my friends.",74,Courage
30,Dalai Lama,Be kind whenever possible. It is always possible.,49,Courage
31,Hans Christian Andersen,"The whole world is a series of miracles, but we're so used to them we call them ordinary things.",96,Courage
32,Leo Tolstoy,It's much better to do good in a way that no one knows anything about it.,73,Courage
33,Sathya Sai Baba,The secret of happiness is not in doing what you like but in liking what you have to do.,88,Courage
34,W.P. Kinsella,Any game becomes important when you know and love the players.,62,Courage
35,Zen Proverb,Don't be afraid to go slowly. Be afraid of stopping.,52,Courage
36,Jon Kabat-Zinn,"Note that this journey is uniquely yours, no one elses. So the path has to be your own.",87,Courage
37,Naval Ravikant,The power to make and break habits and learning how to do that is really important.,83,Courage
38,Henry David Thoreau,"Live in each season as it passes; breathe the air, drink the drink, taste the fruit, and resign yourself to the influence of the earth.",135,Courage
39,Albert Einstein,In the middle of difficulty lies opportunity.,45,Courage
40,Lao Tzu,Silence is a source of great strength.,38,Courage
41,Orison Swett Marden,"The golden opportunity you are seeking is in yourself. It is not in your environment; it is not in luck or chance, or the help of others; it is in yourself alone. ",163,Courage
42,Eleanor Roosevelt,"You have to accept whatever comes, and the only important thing is that you meet it with the best you have to give.",115,Courage
43,Samuel Butler,"Any fool can paint a picture, but it takes a wise man to be able to sell it.",76,Courage
44,Conrad Hilton,"To some degree, you control your life by controlling your time.",63,Courage
45,Anne Wilson Schaef,"Humor isn't for everyone. It's only for people who want to have fun, enjoy life, and feel alive.",96,Courage
46,Charles Dickens,We forge the chains we wear in life.,36,Courage
47,Charles Darwin,I love fools' experiments. I am always making them.,51,Courage
48,James Cameron,Curiosity is the most powerful thing you own. Imagination is a force that can actually manifest a reality.,106,Courage
49,Charles Darwin,A man who dares to waste one hour of time has not discovered the value of life.,79,Courage
0,Denis Waitley,Time and health are two precious assets that we don't recognize and appreciate until they have been depleted. ,110,Death
1,Conrad Hilton,Enthusiasm is a vital element toward the individual success of every man or woman.,82,Death
2,Og Mandino,Your only limitations are those you set up in your mind or permit others to set up for you.,91,Death
3,Earl Nightingale,"You are now, and you do become, what you think about.",53,Death
4,Bodhidharma,Poverty and hardship are created by false thinking.,51,Death
5,Zen Proverb,No snowflake ever falls in the wrong place.,43,Death
6,Roy T. Bennett,Start each day with a positive thought and a grateful heart.,60,Death
7,Plato,"Be kind, for everyone you meet is fighting a hard battle.",57,Death
8,Lolly Daskal,Many people spend more time looking at their failures than focusing on their successes.,87,Death
9,Mark Twain,The two most important days in your life are the day you are born and the day you find out why.,95,Death
10,Bruce Lee,In the middle of chaos lies opportunity.  ,42,Death
11,Oprah Winfrey,Surround yourself with only people who are going to lift you higher. ,69,Death
12,Elbert Hubbard,"If you want work well done, select a busy man; the other kind has no time.",74,Death
13,Chinese Proverb,"Before preparing to improve the world, first look around your own home three times. ",84,Death
14,William Faulkner,Never be afraid to raise your voice for honesty and truth and compassion against injustice and lying and greed.,111,Death
15,Publilius Syrus,"The fear of death is more to be feared, than death itself.",58,Death
16,Walt Disney,The way to get started is to quit talking and begin doing.,58,Death
17,Albus Dumbledore,Dark times lie ahead of us and there will be a time when we must choose between what is easy and what is right.,111,Death
18,Stephen King,Either get busy living or get busy dying.,41,Death
19,Norman Vincent Peale,Stand up to your obstacles and do something about them. You'll find they haven't half the strength you think they have.,119,Death
20,Huang Po,Words used to attract the dull of wit are not to be relied on.,62,Death
21,J.R.R. Tolkien,Even the smallest person can change the course of the future.,61,Death
22,George Bernard Shaw,"The whole problem with the world is the fools and fanatics are always so sure of themselves, and wiser people are full of doubts.",129,Death
23,Pema Chodron,"To be fully alive, fully human, and completely awake is to be continually thrown out of the nest.",97,Death
24,Sonia Ricotti,"When you say yes to change, you are choosing to navigate that path peacefully and happily and see where it takes you.",117,Death
25,Tony Robbins,"If you can't, you must. If you must, you can.",45,Death
26,Vince Lombardi,"We run to win, not just to be in the race.  ",44,Death
27,Bob Proctor,"Thoughts become things. If you see it in your mind, you will hold it in your hand.",82,Death
28,Hans Christian Andersen,The sun shines upon good and bad alike.,39,Death
29,Winston Churchill,Success is going from failure to failure without losing your enthusiasm,71,Death
30,Zen Proverb,Only when you can be extremely pliable and soft can you be extremely hard and strong.,85,Death
31,Euripides,One loyal friend is worth ten thousand relatives.,49,Death
32,Carlos Ruiz Zafon,We are willing to believe anything other than the truth.,56,Death
33,Mother Teresa,Peace begins with a smile.,26,Death
34,Unknown,Your problem isn't the problem. Your reaction is the problem.,61,Death
35,Roger Lee,Some of your greatest lessons come from your darkest moments.,61,Death
36,Dr. Seuss,You have brains in your head. You have feet in your shoes. You can steer yourself any direction you choose.,107,Death
37,Celestine Chua,"If what you're doing is not your passion, you have nothing to lose.",67,Death
38,Gary Keller,"Even if you're sure you can win, be careful that you can live with what you lose.",81,Death
39,Norman Vincent Peale,"Shoot for the moon. Even if you miss, you'll land among the stars.",66,Death
40,Charles Swindoll,The swift wind of compromise is a lot more devastating than the sudden jolt of misfortune. ,91,Death
41,Denis Waitley,"Expect the best, plan for the worst, and prepare to be surprised. ",66,Death
42,Naval Ravikant,A rational person can find peace by cultivating indifference to things outside of their control.,96,Death
43,Steve Maraboli,"Letting go means to come to the realization that some people are a part of your history, but not a part of your destiny.",120,Death
44,Lao Tzu,Kindness in words creates confidence. Kindness in thinking creates profoundness. Kindness in giving creates love. ,114,Death
45,Ralph Waldo Emerson,To know even one life has breathed easier because you have lived. This is to have succeeded.,92,Death
46,Og Mandino,If I persist long enough I will win.,36,Death
47,Steve Maraboli,The beautiful journey of today can only begin when we learn to let go of yesterday.,83,Death
48,Roy T. Bennett,"Instead of worrying about what you cannot control, shift your energy to what you can create.",92,Death
49,Naval Ravikant,If you try to micromanage yourself all you're going to do is make yourself miserable.,85,Death
0,Isaac Newton,No great discovery was ever made without a bold guess. ,55,Dreams
1,Brian Tracy,Most people achieved their greatest success one step beyond what looked like their greatest failure.,100,Dreams
2,John D. Rockefeller,"Giving is the secret of a healthy life. Not necessarily money, but whatever a person has of encouragement, sympathy and understanding.",134,Dreams
3,Nicolas Chamfort,Public opinion is the worst of all opinions.,44,Dreams
4,Eckhart Tolle,All problems are illusions of the mind.,39,Dreams
5,Josh Waitzkin,Great ones are willing to get burned time and again as they sharpen their swords in the fire.,93,Dreams
6,Amelia Earhart,"I wasn't brave, I just didn't have time to be scared.",53,Dreams
7,Henry David Thoreau,"Rather than love, than money, than fame, give me truth.",55,Dreams
8,Amelia Earhart,"A single act of kindness throws out roots in all directions, and the roots spring up and make new trees.",104,Dreams
9,Theodore Roosevelt,"Nothing in this world is worth having or worth doing unless it means effort, pain, difficulty.",94,Dreams
10,Voltaire,"The more often a stupidity is repeated, the more it gets the appearance of wisdom.",82,Dreams
11,F. Scott Fitzgerald,Life is much more successfully looked at from a single window.,62,Dreams
12,Samuel Butler,Life is one long process of getting tired.,42,Dreams
13,Billie Jean King,I think self-awareness is probably the most important thing towards being a champion. ,86,Dreams
14,Emily Dickinson,To be alive - is Power.,23,Dreams
15,Criss Jami,I don't pretend to know everything; I just only speak on matters I know I'll win.,81,Dreams
16,Zen Proverb,The temptation to give up is strongest just before victory.,59,Dreams
17,Nicolas Chamfort,"Contemplation often makes life miserable.  We should act more, think less, and stop watching ourselves live.",108,Dreams
18,Unknown,Your problem isn't the problem. Your reaction is the problem.,61,Dreams
19,Alexander Pope,To be angry is to revenge the faults of others on ourselves.,60,Dreams
20,Zhuangzi,Happiness is the absence of the striving for happiness.,55,Dreams
21,Amelia Earhart,It is best to begin at the beginning.,37,Dreams
22,Eleanor Roosevelt,You can often change your circumstances by changing your attitude.,66,Dreams
23,Betty White,It's your outlook on life that counts.,38,Dreams
24,Walt Whitman,Re-examine all that you have been told... dismiss that which insults your soul.,79,Dreams
25,Zhuangzi,Those who realize their folly are not true fools.,49,Dreams
26,Aristotle,"We are what we repeatedly do. Excellence, then, is not an act, but a habit.",75,Dreams
27,Maxime Lagace,Difficult and meaningful will always bring more satisfaction than easy and meaningless.,87,Dreams
28,Criss Jami,To be heroic is to be courageous enough to die for something; to be inspirational is to be crazy enough to live a little.,121,Dreams
29,James Matthew Barrie,Those who bring sunshine into the lives of others cannot keep it from themselves.,81,Dreams
30,Denis Waitley,"Chase your passion, not your pension. ",38,Dreams
31,Martin Luther,Nothing good ever comes of violence.,36,Dreams
32,Norman Vincent Peale,A vital part of the happiness formula is self-discipline. Whoever conquers himself knows deep happiness that fills the heart with joy.,134,Dreams
33,Ming-Dao Deng,It is only depth of character that determines the profundity with which we face life.,85,Dreams
34,Coco Chanel,In order to be irreplaceable one must always be different.,58,Dreams
35,Bruce Lee,"If you put water into a cup, it becomes the cup.",48,Dreams
36,Earl Nightingale,Every one of us is the sum total of his own thoughts.,53,Dreams
37,Elon Musk,"When something is important enough, you do it even if the odds are not in your favor.",85,Dreams
38,Brian Tracy,To earn more you must learn more.,33,Dreams
39,Alfred Adler,"No experience is a cause of success or failure. We do not suffer from the shock of our experiences, so-called trauma ? but we make out of them just what suits our purposes.",172,Dreams
40,George Bernard Shaw,"Progress is impossible without change, and those who cannot change their minds cannot change anything.",102,Dreams
41,Richard Bach,True love stories never have endings.,37,Dreams
42,Chinese Proverb,Talk does not cook rice.,24,Dreams
